,Name,Brand,Price,Body,Transmission,Number Of Seats,Segment,Introduction,Drive,Drive System,Fuel,Cylinder Capacity,Max Power Hp,Max Torque,Fuel System,Valve Actuation,Turbo,Fuel Tank,Top Speed,Energy Label,Front Stabilizer,Rear Stabilizer,Num_doors,Dt_Transmission
118,FERRARI 812 GTS,FERRARI,423528.0, coupé,7.0,2,h,2020,rear,fuel engine,gasoline,4.0,800.0,718.0,multipoint injection,dohc,no,92.0,340.0,g,yes,yes,2,automatic with double clutch
119,FERRARI F8 SPIDER,FERRARI,321350.0, convertible,7.0,4,h,2020,rear,fuel engine,gasoline,4.0,720.0,770.0,direct injection,dohc,yes,78.0,340.0,g,yes,yes,2,automatic with double clutch
120,FERRARI F8 TRIBUTO,FERRARI,295564.0, coupé,7.0,4,h,2020,rear,fuel engine,gasoline,4.0,720.0,770.0,direct injection,dohc,yes,78.0,340.0,g,yes,yes,2,automatic with double clutch
121,VOLKSWAGEN UP 1 0,VOLKSWAGEN,15105.0, hatchback,5.0,4,a,2020,front,fuel engine,gasoline,4.0,60.0,95.0,multipoint injection,dohc,no,35.0,162.0,c,yes,no,5,manual transmission
122,MAZDA 2 SKYACTIV G 75,MAZDA,16600.0, hatchback,6.0,5,b,2020,front,fuel engine,gasoline,4.0,75.0,135.0,direct injection,dohc,no,44.0,171.0,b,yes,no,5,manual transmission
123,JAGUAR F TYPE CONVERTIBLE P300,JAGUAR,98325.0, convertible,8.0,2,g,2020,rear,fuel engine,gasoline,4.0,300.0,400.0,direct injection,dohc,yes,70.0,250.0,g,yes,yes,2,automatic
124,JAGUAR F TYPE COUPE P300,JAGUAR,90815.0, coupé,8.0,2,g,2020,rear,fuel engine,gasoline,4.0,300.0,400.0,direct injection,dohc,yes,70.0,250.0,g,yes,yes,2,automatic
125,MERCEDES BENZ GLB 180,MERCEDES,48894.0, hatchback,7.0,7,l,2020,front,fuel engine,gasoline,4.0,136.0,200.0,direct injection,dohc,yes,52.0,200.0,c,yes,yes,5,automatic with double clutch
126,NISSAN NV300 L1H1 2700 1 6 DCI 95 VISIA,NISSAN,20170.0, van,6.0,3,n,2017,front,fuel engine,diesel,4.0,95.0,260.0,common rail,dohc,yes,80.0,154.0,e,yes,no,4,manual transmission
127,TOYOTA LAND CRUISER 2 8 D 4D COMFORT,TOYOTA,32115.000000000004, suv/crossover,6.0,2,m,2017,front+rear,fuel engine,diesel,4.0,177.0,420.0,common rail,dohc,yes,87.0,175.0,g,yes,yes,3,manual transmission
128,TOYOTA LAND CRUISER 2 8 D 4D COMFORT,TOYOTA,33115.0, suv/crossover,6.0,2,m,2017,front+rear,fuel engine,diesel,4.0,177.0,450.0,common rail,dohc,yes,87.0,175.0,g,yes,yes,5,manual transmission
129,FORD TRANSIT CUSTOM L1H1 260 105HP BASE,FORD,20675.0, van,6.0,3,n,2018,front,fuel engine,diesel,4.0,105.0,350.0,common rail,dohc,yes,70.0,155.0,d,yes,no,4,manual transmission
130,ALPINE A110 PURE,ALPINE,65600.0, coupé,7.0,2,g,2018,rear,fuel engine,gasoline,4.0,252.0,320.0,direct injection,dohc,yes,45.0,250.0,d,yes,yes,2,automatic with double clutch
131,PEUGEOT PARTNER PRO PURETECH 110,PEUGEOT,13540.0, van,6.0,2,j,2019,front,fuel engine,gasoline,2.0,110.0,205.0,direct injection,ohc,yes,60.0,174.0,c,yes,yes,3,manual transmission
132,CITROEN BERLINGO PURETECH 110 CONTROL,CITROEN,13540.0, van,6.0,2,j,2019,front,fuel engine,gasoline,4.0,110.0,205.0,direct injection,dohc,yes,53.0,174.0,c,yes,yes,5,manual transmission
133,FORD TRANSIT CONNECT 200 L1 1 0 ECOBOOST AMBIENTE,FORD,12995.0, van,6.0,2,n,2018,front,fuel engine,gasoline,4.0,100.0,170.0,direct injection,dohc,yes,60.0,,e,yes,yes,3,manual transmission
134,FORD TRANSIT COURIER 1 0 ECOBOOST AMBIENTE,FORD,10925.0, van,5.0,2,n,2018,front,fuel engine,gasoline,4.0,100.0,170.0,direct injection,dohc,yes,48.0,,d,yes,yes,3,manual transmission
135,MERCEDES BENZ SPRINTER L1 211 CDI ECONOMY,MERCEDES,21490.0, van,6.0,3,n,2018,front,fuel engine,diesel,4.0,114.0,300.0,common rail,dohc,yes,65.0,,e,no,no,4,manual transmission
136,FORD RANGER SUPER CAB 2 0 ECOBLUE XL,FORD,26200.0, pick-up,6.0,2,n,2019,front+rear,fuel engine,diesel,4.0,170.0,420.0,common rail,dohc,yes,80.0,180.0,f,yes,no,4,manual transmission
137,FORD TRANSIT L2H2 FWD 2 0 ECOBLUE 105HP AMBIENTE,FORD,24000.0, van,6.0,3,n,2019,front,fuel engine,diesel,4.0,105.0,350.0,common rail,dohc,yes,80.0,,a,yes,no,4,manual transmission
138,RENAULT MASTER L1H1 FWD DCI 135 GENERIQUE,RENAULT,23390.0, van,6.0,3,n,2019,front,fuel engine,diesel,4.0,135.0,360.0,common rail,dohc,yes,80.0,,c,yes,no,4,manual transmission
139,RENAULT TRAFIC L1H1 DCI 95 GENERIQUE,RENAULT,20270.0, van,6.0,3,n,2019,front,fuel engine,diesel,4.0,95.0,260.0,common rail,dohc,yes,80.0,154.0,e,yes,no,4,manual transmission
140,AUDI A4 35 TFSI PRO LINE,AUDI,42090.0, sedan,7.0,5,d,2019,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,225.0,b,yes,yes,4,automatic with double clutch
141,AUDI A4 ALLROAD 45 TFSI QUATTRO,AUDI,69530.0, station wagon,7.0,5,d,2019,front+rear,fuel engine,gasoline,4.0,245.0,370.0,direct injection,dohc,yes,58.0,247.0,d,yes,yes,5,automatic with double clutch
142,AUDI A4 AVANT 35 TFSI PRO LINE,AUDI,44390.0, station wagon,7.0,5,d,2019,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,220.0,b,yes,yes,5,automatic with double clutch
143,AUDI S7 SPORTBACK TDI QUATTRO,AUDI,123570.0, hatchback,8.0,4,e,2019,front+rear,fuel engine,diesel,4.0,349.0,700.0,common rail,dohc,yes,63.0,250.0,g,yes,yes,5,automatic
144,OPEL CORSA 1 2,OPEL,16900.0, hatchback,5.0,5,b,2019,front,fuel engine,gasoline,4.0,75.0,118.0,multipoint injection,dohc,no,40.0,174.0,b,yes,yes,5,manual transmission
145,BMW 116I,BMW,29989.0, hatchback,6.0,5,c,2020,front,fuel engine,gasoline,4.0,109.0,190.0,direct injection,dohc,yes,42.0,200.0,b,yes,yes,5,manual transmission
146,DS DS3 CROSSBACK PURETECH 100 CHIC,DS,29590.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,100.0,205.0,direct injection,dohc,yes,44.0,185.0,b,yes,no,5,manual transmission
147,MAZDA CX 30 SKYACTIV G 122,MAZDA,29580.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,122.0,213.0,direct injection,dohc,no,51.0,186.0,c,yes,yes,5,manual transmission
148,PEUGEOT 208 LIKE 1 2 PURETECH 75,PEUGEOT,17750.0, hatchback,5.0,5,b,2019,front,fuel engine,gasoline,4.0,75.0,118.0,direct injection,dohc,no,40.0,174.0,b,yes,yes,5,manual transmission
149,VOLKSWAGEN PASSAT 1 5 TSI 150HP COMFORT,VOLKSWAGEN,40985.0, sedan,6.0,5,d,2019,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,66.0,220.0,b,yes,yes,4,manual transmission
150,VOLKSWAGEN PASSAT VARIANT 1 5 TSI 150HP COMFORT,VOLKSWAGEN,42615.0, station wagon,6.0,5,d,2019,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,66.0,214.0,b,yes,yes,5,manual transmission
151,HYUNDAI IONIQ 1 6 GDI HEV I MOTION,HYUNDAI,27132.0, hatchback,6.0,5,c,2019,front,hybrid,gasoline,4.0,105.0,147.0,direct injection,dohc,no,45.0,185.0,a,yes,yes,5,automatic with double clutch
152,MERCEDES BENZ CLA 180 SHOOTING BRAKE,MERCEDES,37571.999999999985, station wagon,6.0,5,c,2019,front,fuel engine,gasoline,4.0,136.0,200.0,direct injection,dohc,yes,43.0,215.0,b,yes,yes,5,manual transmission
153,AUDI S4 TDI QUATTRO,AUDI,93520.0, sedan,8.0,5,d,2019,front+rear,fuel engine,diesel,4.0,347.0,700.0,common rail,dohc,yes,58.0,250.0,f,yes,yes,4,automatic
154,AUDI S4 TDI AVANT QUATTRO,AUDI,95820.0, station wagon,8.0,5,d,2019,front+rear,fuel engine,diesel,4.0,347.0,700.0,common rail,dohc,yes,58.0,250.0,f,yes,yes,5,automatic
155,OPEL MOVANO L1H1 2 3 TURBO DIESEL 135,OPEL,25549.0, van,6.0,3,n,2019,front,fuel engine,diesel,4.0,135.0,360.0,common rail,dohc,yes,80.0,150.0,d,yes,no,4,manual transmission
156,OPEL VIVARO L1H1 1 5 DIESEL 100HP SELECTION,OPEL,18699.0, van,6.0,3,n,2019,front,fuel engine,diesel,4.0,100.0,270.0,common rail,dohc,yes,69.0,160.0,c,yes,yes,4,manual transmission
157,OPEL VIVARO COMBI L2H1 1 5 DIESEL 100HP,OPEL,45972.0, bus,6.0,9,n,2019,front,fuel engine,diesel,4.0,100.0,270.0,common rail,dohc,yes,69.0,160.0,b,yes,yes,4,manual transmission
158,OPEL ZAFIRA LIFE L2H1 2 0 DIESEL 150HP INNOVATION,OPEL,65628.99999999999, bus,6.0,6,n,2019,front,fuel engine,diesel,4.0,150.0,370.0,common rail,dohc,yes,69.0,182.0,c,yes,yes,4,manual transmission
159,SUBARU FORESTER 2 0I E BOXER COMFORT,SUBARU,47396.0, suv/crossover,,5,l,2019,front+rear,hybrid,gasoline,4.0,150.0,194.0,direct injection,dohc,no,48.0,188.0,e,yes,yes,5,oze automatic
160,AUDI Q3 SPORTBACK 35 TFSI PRO LINE,AUDI,47440.0, suv/crossover,6.0,5,l,2020,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,58.0,201.0,c,yes,yes,5,manual transmission
161,OPEL ASTRA 1 2 TURBO 110HP EDITION,OPEL,24500.0, hatchback,6.0,5,c,2019,front,fuel engine,gasoline,4.0,110.0,195.0,direct injection,dohc,yes,48.0,200.0,a,yes,yes,5,manual transmission
162,OPEL ASTRA SPORTS TOURER 1 2 TURBO 110HP EDITION,OPEL,25700.0, station wagon,6.0,5,c,2019,front,fuel engine,gasoline,4.0,110.0,195.0,direct injection,dohc,yes,48.0,200.0,a,yes,yes,5,manual transmission
163,AUDI S6 TDI QUATTRO,AUDI,108610.0, sedan,8.0,5,e,2019,front+rear,fuel engine,diesel,4.0,286.0,620.0,common rail,dohc,yes,73.0,250.0,e,yes,yes,4,automatic
164,AUDI S6 AVANT TDI QUATTRO,AUDI,112810.0, station wagon,8.0,5,e,2019,front+rear,fuel engine,diesel,4.0,286.0,620.0,common rail,dohc,yes,73.0,250.0,e,yes,yes,5,automatic
165,AUDI Q7 55 TFSI QUATTRO PRO LINE,AUDI,105230.0, suv/crossover,8.0,7,m,2019,front+rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,85.0,250.0,e,yes,yes,5,automatic
166,KIA XCEED 1 0 T GDI COMFORTLINE,KIA,27150.0, suv/crossover,6.0,5,c,2020,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,186.0,b,yes,yes,5,manual transmission
167,MITSUBISHI ASX 2 0 PURE,MITSUBISHI,30070.0, suv/crossover,,5,l,2019,front,fuel engine,gasoline,4.0,150.0,195.0,multipoint injection,dohc,no,63.0,190.0,e,yes,yes,5,oze automatic
168,NISSAN NP300 NAVARA DOUBLE CAB 2 3 DCI 160 VISIA,NISSAN,29825.0, pick-up,6.0,5,m,2019,front+rear,fuel engine,diesel,4.0,160.0,425.0,common rail,dohc,yes,73.0,172.0,g,yes,yes,4,manual transmission
169,HYUNDAI SANTA FE 2 4 GDI CVVT 2WD BUSINESS EDITION,HYUNDAI,30295.0, van,6.0,2,m,2013,front,fuel engine,gasoline,4.0,192.0,242.0,direct injection,dohc,no,64.0,190.0,g,yes,no,5,manual transmission
170,TOYOTA RAV4 2 0 VVT I 4WD ASPIRATION,TOYOTA,24095.0, van,6.0,2,l,2013,front+rear,fuel engine,gasoline,4.0,151.0,195.0,multipoint injection,dohc,no,60.0,185.0,f,yes,yes,5,manual transmission
171,TOYOTA PROACE L1H1 1 6D 90 COMFORT,TOYOTA,17650.0, van,5.0,2,,2013,front,fuel engine,diesel,2.0,90.0,180.0,common rail,ohc,yes,80.0,145.0,g,yes,no,2,manual transmission
172,FORD TRANSIT CONNECT 200 L1 1 0 ECOBOOST ECONOMY EDITION,FORD,11850.0, van,5.0,2,n,2018,front,fuel engine,gasoline,4.0,100.0,170.0,direct injection,dohc,yes,60.0,,c,yes,yes,3,manual transmission
173,MERCEDES BENZ SPRINTER WB1 210 CDI ECONOMY,MERCEDES,19700.0, van,6.0,3,n,2013,rear,fuel engine,diesel,4.0,95.0,250.0,common rail,dohc,yes,75.0,,e,no,no,4,manual transmission
174,MERCEDES BENZ SPRINTER WB3 313 CDI,MERCEDES,33485.0, double cabin,7.0,7,n,2013,rear,fuel engine,diesel,4.0,129.0,305.0,common rail,dohc,yes,75.0,,a,yes,yes,4,automatic
175,RENAULT MEGANE VAN DCI 110 ECO2 EXPRESSION,RENAULT,18590.0, van,6.0,2,c,2014,front,fuel engine,diesel,4.0,110.0,260.0,common rail,dohc,yes,60.0,190.0,b,yes,yes,5,manual transmission
176,LAND ROVER DISCOVERY TDV6 3 0 E,LAND,42800.0, van,8.0,2,m,2014,front+rear,fuel engine,diesel,4.0,211.0,520.0,common rail,dohc,yes,82.0,180.0,g,yes,yes,5,automatic
177,TOYOTA LAND CRUISER 2 8 D 4D F LX,TOYOTA,36950.0, van,6.0,2,m,2015,front+rear,fuel engine,diesel,4.0,177.0,450.0,common rail,dohc,yes,87.0,175.0,g,yes,yes,3,manual transmission
178,TOYOTA LAND CRUISER 2 8 D 4D F LX,TOYOTA,40395.0, van,6.0,2,m,2015,front+rear,fuel engine,diesel,4.0,177.0,450.0,common rail,dohc,yes,87.0,175.0,g,yes,yes,5,automatic
179,TOYOTA VERSO VAN 1 6 16V VVT I COMFORT,TOYOTA,16695.0, van,6.0,2,j,2014,front,fuel engine,gasoline,4.0,132.0,160.0,multipoint injection,dohc,no,60.0,185.0,f,yes,yes,5,manual transmission
180,FORD TRANSIT L2H2 290 FWD 2 2 TDCI 100HP BASE,FORD,21175.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,100.0,310.0,common rail,dohc,yes,80.0,,b,yes,no,4,manual transmission
181,FORD TRANSIT COURIER 1 0 ECOBOOST ECONOMY EDITION,FORD,9850.0, van,5.0,2,n,2018,front,fuel engine,gasoline,4.0,100.0,170.0,direct injection,dohc,yes,48.0,,c,yes,yes,3,manual transmission
182,IVECO DAILY 35S11V 3000 H1 2 3,IVECO,29030.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,106.0,270.0,common rail,dohc,yes,70.0,,e,yes,yes,4,manual transmission
183,CITROEN JUMPER 28 L1H1 HDI 110 ECONOMY,CITROEN,18990.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,110.0,250.0,common rail,dohc,yes,90.0,140.0,d,yes,no,4,manual transmission
184,OPEL VIVARO L1H1 2700 1 6 CDTI 90 SELECTION,OPEL,17995.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,90.0,260.0,common rail,dohc,yes,90.0,153.0,e,yes,yes,4,manual transmission
185,RENAULT MASTER L1H1 T28 FWD DCI 110 GENERIQUE,RENAULT,19990.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,110.0,285.0,common rail,dohc,yes,80.0,134.0,e,yes,no,4,manual transmission
186,RENAULT TRAFIC L1H1 T27 DCI 90 GENERIQUE,RENAULT,16990.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,90.0,260.0,common rail,dohc,yes,80.0,153.0,e,yes,no,4,manual transmission
187,OPEL MOVANO L1H1 2800 2 3 CDTI 110 SELECTION,OPEL,20495.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,110.0,285.0,common rail,dohc,yes,80.0,,,yes,no,4,manual transmission
188,PEUGEOT BOXER L1H1 328 HDI 110 XR PROFIT,PEUGEOT,19900.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,110.0,250.0,common rail,dohc,yes,90.0,145.0,d,yes,no,4,manual transmission
189,FIAT DUCATO L1H1 28 2 0 MULTIJET 115 ACTUAL,FIAT,18550.0, van,5.0,3,n,2014,front,fuel engine,diesel,4.0,115.0,280.0,multijet,dohc,yes,90.0,148.0,c,yes,no,4,manual transmission
190,MERCEDES BENZ VITO KORT 109 CDI ECONOMY,MERCEDES,16990.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,88.0,230.0,common rail,dohc,yes,57.0,,f,yes,no,4,manual transmission
191,NISSAN NV400 L1H1 2800 2 3 DCI 110 VISIA,NISSAN,21135.0, van,6.0,3,n,2014,front,fuel engine,diesel,4.0,110.0,285.0,common rail,dohc,yes,80.0,134.0,e,yes,no,4,manual transmission
192,FIAT DOBLO CARGO 1 4 16V ACTUAL,FIAT,9500.0, van,5.0,2,j,2015,front,fuel engine,gasoline,4.0,95.0,127.0,multipoint injection,dohc,no,60.0,161.0,f,yes,yes,4,manual transmission
193,CITROEN BERLINGO HDI 75 COMFORT,CITROEN,13500.0, van,5.0,2,j,2015,front,fuel engine,diesel,2.0,75.0,185.0,common rail,ohc,yes,60.0,152.0,g,yes,yes,5,manual transmission
194,PEUGEOT PARTNER 120 L1 PROFIT 1 6 VTI 98,PEUGEOT,12150.0, van,5.0,2,j,2015,front,fuel engine,gasoline,4.0,98.0,152.0,multipoint injection,dohc,no,60.0,174.0,e,yes,yes,3,manual transmission
195,VOLKSWAGEN CADDY L1H1 1 2 TSI,VOLKSWAGEN,14700.0, van,5.0,2,j,2015,front,fuel engine,gasoline,4.0,84.0,160.0,direct injection,dohc,yes,55.0,157.0,d,yes,yes,4,manual transmission
196,SSANGYONG KORANDO 2 0 CRYSTAL 2WD,SSANGYONG,18040.0, van,6.0,2,,2015,front,fuel engine,gasoline,4.0,150.0,197.0,multipoint injection,dohc,no,57.0,163.0,g,yes,yes,5,manual transmission
197,VOLKSWAGEN TRANSPORTER L1H1 26 2 0 TDI 84HP ECONOMY,VOLKSWAGEN,17900.0, van,5.0,2,n,2015,front,fuel engine,diesel,4.0,84.0,220.0,common rail,dohc,yes,80.0,146.0,g,yes,yes,4,manual transmission
198,JEEP CHEROKEE 3 2 V6 4WD TRAILHAWK,JEEP,34229.0, van,9.0,2,m,2015,front+rear,fuel engine,gasoline,4.0,272.0,315.0,multipoint injection,dohc,no,60.0,180.0,g,yes,yes,5,automatic
199,JEEP GRAND CHEROKEE 3 6 V6 OVERLAND,JEEP,52681.99999999999, van,8.0,2,m,2015,front+rear,fuel engine,gasoline,4.0,286.0,347.0,multipoint injection,ohc,no,94.0,206.0,g,yes,yes,5,automatic
200,JEEP RENEGADE 1 6 E TORQ SPORT,JEEP,16402.0, van,5.0,2,l,2015,front,fuel engine,gasoline,4.0,110.0,152.0,multipoint injection,dohc,no,48.0,177.0,e,yes,no,5,manual transmission
201,FORD RANGER SUPER CAB 2 2 TDCI XL,FORD,25100.0, pick-up,6.0,2,n,2015,front+rear,fuel engine,diesel,4.0,160.0,385.0,common rail,dohc,yes,80.0,175.0,f,yes,no,4,manual transmission
202,NISSAN NP300 NAVARA KING CAB 2 3 DCI 160 VISIA,NISSAN,26185.0, pick-up,6.0,2,m,2016,front+rear,fuel engine,diesel,4.0,160.0,403.0,common rail,dohc,yes,80.0,172.0,g,yes,yes,2,manual transmission
203,TOYOTA RAV4 2 0 VVT I 4WD COMFORT,TOYOTA,22950.0, van,6.0,2,l,2016,front+rear,fuel engine,gasoline,4.0,152.0,195.0,multipoint injection,dohc,no,60.0,185.0,e,yes,yes,5,manual transmission
204,CITROEN JUMPY XS 1 6 BLUEHDI 95 COMFORT ECONOMY,CITROEN,17000.0, van,5.0,3,n,2016,front,fuel engine,diesel,2.0,95.0,210.0,common rail,ohc,yes,69.0,145.0,f,yes,yes,4,manual transmission
205,PEUGEOT EXPERT 226C PROFIT 1 6 BLUEHDI 95,PEUGEOT,17000.0, van,5.0,3,n,2016,front,fuel engine,diesel,2.0,95.0,210.0,common rail,ohc,yes,69.0,145.0,f,yes,yes,4,manual transmission
206,TOYOTA HILUX ENKELE CABINE 2 4 D 4D 2WD COMFORT,TOYOTA,18895.0, pick-up,6.0,2,,2016,rear,fuel engine,diesel,4.0,150.0,400.0,common rail,dohc,yes,80.0,175.0,g,yes,no,2,manual transmission
207,NISSAN NP300 NAVARA DOUBLE CAB 2 3 DCI 160 VISIA,NISSAN,28550.0, pick-up,6.0,5,m,2016,front+rear,fuel engine,diesel,4.0,160.0,403.0,common rail,dohc,yes,80.0,172.0,g,yes,yes,4,manual transmission
208,FIAT FIORINO 1 4 8V EASY PRO,FIAT,7250.0, van,5.0,2,n,2017,front,fuel engine,gasoline,2.0,77.0,115.0,multipoint injection,ohc,no,45.0,157.0,g,yes,no,3,manual transmission
209,FIAT TALENTO L1H1 1 6 MULTIJET 95HP ACTUAL,FIAT,18250.0, van,6.0,3,n,2016,front,fuel engine,diesel,4.0,95.0,260.0,multijet,ohc,yes,80.0,154.0,f,yes,yes,4,manual transmission
210,LAND ROVER DISCOVERY SPORT SI4 PURE,LAND,37960.0, van,9.0,2,l,2016,front+rear,fuel engine,gasoline,4.0,240.0,340.0,direct injection,dohc,yes,70.0,200.0,g,yes,yes,5,automatic
211,TOYOTA PROACE COMPACT 1 6 D 4D 95HP COMFORT,TOYOTA,17850.0, van,5.0,3,,2016,front,fuel engine,diesel,2.0,95.0,210.0,common rail,ohc,yes,69.0,145.0,f,yes,no,2,manual transmission
212,FIAT FULLBACK EXTENDED CAB 150HP SX,FIAT,24990.0, pick-up,6.0,2,n,2016,front+rear,fuel engine,diesel,4.0,154.0,380.0,common rail,dohc,yes,75.0,169.0,g,yes,no,2,manual transmission
213,VOLKSWAGEN AMAROK 3 0 TDI 163HP TRENDLINE,VOLKSWAGEN,32200.000000000004, pick-up,6.0,5,n,2017,rear,fuel engine,diesel,4.0,163.0,450.0,common rail,dohc,yes,80.0,184.0,e,no,no,4,manual transmission
214,VOLKSWAGEN AMAROK 3 0 TDI 163HP TRENDLINE,VOLKSWAGEN,26800.0, pick-up,6.0,2,n,2017,rear,fuel engine,diesel,4.0,163.0,450.0,common rail,dohc,yes,80.0,184.0,g,no,no,4,manual transmission
215,SSANGYONG ACTYON SPORTS 2 0 CRYSTAL 2WD,SSANGYONG,18990.0, pick-up,6.0,2,,2016,rear,fuel engine,diesel,4.0,178.0,400.0,common rail,dohc,yes,75.0,174.0,g,no,no,4,manual transmission
216,VOLKSWAGEN CRAFTER L3H2 3000 2 0 TDI 102HP ECONOMY,VOLKSWAGEN,23500.0, van,6.0,2,n,2017,front,fuel engine,diesel,4.0,102.0,300.0,common rail,dohc,yes,75.0,143.0,a,yes,yes,4,manual transmission
217,PEUGEOT BOXER L1H1 330 HDI 110,PEUGEOT,18795.0, van,6.0,3,n,2012,front,fuel engine,diesel,4.0,110.0,250.0,common rail,dohc,yes,90.0,140.0,e,yes,no,4,manual transmission
218,CITROEN JUMPER 30 L1H1 HDI 110,CITROEN,18795.0, van,6.0,3,n,2012,front,fuel engine,diesel,4.0,110.0,250.0,common rail,dohc,yes,90.0,140.0,e,yes,no,4,manual transmission
219,FIAT DUCATO KH1 28 2 0 MULTIJET 115 ACTUAL,FIAT,16450.0, van,5.0,3,n,2012,front,fuel engine,diesel,4.0,115.0,280.0,multijet,dohc,yes,90.0,148.0,d,yes,no,4,manual transmission
220,PEUGEOT BOXER L1H1 330 HDI 110,PEUGEOT,22155.0, double cabin,6.0,6,n,2012,front,fuel engine,diesel,4.0,110.0,250.0,common rail,dohc,yes,90.0,140.0,e,yes,no,4,manual transmission
221,DACIA LOGAN PICK UP 1 6,DACIA,8090.0, pick-up,5.0,2,b,2011,front,fuel engine,gasoline,2.0,85.0,135.0,multipoint injection,ohc,no,50.0,161.0,g,yes,no,5,manual transmission
222,FIAT DUCATO KH1 28 2 0 MULTIJET 115 ACTUAL,FIAT,19095.0, double cabin,5.0,6,n,2012,front,fuel engine,diesel,4.0,115.0,280.0,multijet,dohc,yes,90.0,148.0,d,yes,no,4,manual transmission
223,HYUNDAI H300 2 5 CRDI ACTIVEVERSION,HYUNDAI,17595.0, van,5.0,3,,2011,front,fuel engine,diesel,4.0,136.0,343.0,common rail,ohc,yes,75.0,168.0,g,yes,no,5,manual transmission
224,HYUNDAI H300 2 5 CRDI ACTIVEVERSION,HYUNDAI,19595.0, double cabin,5.0,6,,2011,front,fuel engine,diesel,4.0,136.0,343.0,common rail,ohc,yes,75.0,168.0,g,yes,no,5,manual transmission
225,HYUNDAI SANTA FE VAN 2 2 CRDI R 2WD DYNAMICVERSION,HYUNDAI,25475.0, van,6.0,2,m,2010,front,fuel engine,diesel,4.0,197.0,422.0,common rail,dohc,yes,75.0,190.0,g,yes,no,5,manual transmission
226,KIA SORENTO 2 4 X ECUTIVE,KIA,23699.0, van,6.0,2,m,2009,front,fuel engine,gasoline,4.0,174.0,230.0,multipoint injection,dohc,no,70.0,190.0,g,yes,yes,5,manual transmission
227,LAND ROVER DEFENDER 110 2 2 TD HARD TOP,LAND,30970.0, van,6.0,2,m,2011,front+rear,fuel engine,diesel,4.0,122.0,360.0,common rail,dohc,yes,75.0,145.0,g,yes,yes,5,manual transmission
228,LAND ROVER DEFENDER 90 2 2 TD SOFT TOP,LAND,27180.0, van,6.0,2,m,2011,front+rear,fuel engine,diesel,4.0,122.0,360.0,common rail,dohc,yes,60.0,145.0,g,yes,yes,3,manual transmission
229,LAND ROVER DEFENDER 110 2 2 TD PICK UP,LAND,26440.0, pick-up,6.0,2,m,2011,front+rear,fuel engine,diesel,4.0,122.0,360.0,common rail,dohc,yes,75.0,145.0,g,yes,yes,5,manual transmission
230,LAND ROVER DISCOVERY COMMERCIAL 5 0 V8 HSE,LAND,60000.0, van,6.0,2,m,2011,front+rear,fuel engine,gasoline,4.0,375.0,510.0,direct injection,dohc,yes,82.0,195.0,g,yes,yes,5,automatic
231,LAND ROVER FREELANDER 3 2 I6 S,LAND,34500.0, van,6.0,2,l,2007,front+rear,fuel engine,gasoline,4.0,233.0,317.0,multipoint injection,dohc,no,70.0,200.0,g,yes,yes,5,automatic
232,NISSAN NV200 1 6 VISIA,NISSAN,13930.0, van,5.0,2,n,2011,rear,fuel engine,gasoline,4.0,110.0,153.0,multipoint injection,dohc,no,60.0,165.0,g,yes,no,4,manual transmission
233,NISSAN PRIMASTAR L1H1 2700 2 0 DCI 90 INTRO,NISSAN,18480.0, van,6.0,3,n,2012,front,fuel engine,diesel,4.0,90.0,260.0,common rail,dohc,yes,90.0,150.0,g,yes,no,4,manual transmission
234,JEEP GRAND CHEROKEE VAN 3 6 V6 LAREDO,JEEP,41618.0, van,5.0,2,m,2012,front+rear,fuel engine,gasoline,4.0,286.0,347.0,multipoint injection,ohc,no,94.0,206.0,g,yes,yes,5,automatic
235,JEEP WRANGLER UNLIMITED VAN 3 6 V6 SPORT,JEEP,23829.0, van,5.0,2,m,2012,front+rear,fuel engine,gasoline,4.0,284.0,342.0,multipoint injection,dohc,no,82.0,180.0,g,yes,no,4,automatic
236,SSANGYONG REXTON XVT SAPPHIRE,SSANGYONG,28970.0, van,5.0,2,m,2011,front+rear,fuel engine,diesel,4.0,186.0,402.0,common rail,dohc,yes,78.0,188.0,g,yes,no,5,automatic
